entry_line_key,voucher_natural_key,posting_date,voucher_type,voucher_number,voucher_entry_mode,party_ledger_name,gst_registration_name,company_state,ledger_name,credit_period,ledger_group_name,primary_group_name,is_party_ledger_line,has_cost_centres_on_ledger,cost_centre_name,narration,destination,currency,amount_absolute,amount_tally_signed,debit_credit_flag,signed_amount_debit_positive,pan,pan_derived_from_gstin,gstin,udyam_registration_number,msme_enterprise_category,msme_activity_type,msme_effective_from,party_entity_type,bill_to_name,bill_to_address,bill_to_state,bill_to_pin,ship_to_name,ship_to_address,ship_to_state,ship_to_pin,delivery_same_as_consignee,dispatch_same_as_consignor,eway_consignor_address,eway_consignee_address,e_way_bill_number,e_way_bill_date,e_invoice_irn,e_invoice_ack_number,e_invoice_ack_date,is_reverse_charge_applicable,is_unregistered_rcm,stock_item_name,stock_group_name,godown_name,batch_name,quantity,rate,inventory_amount,line_index,inventory_line_index,bill_line_index,ledger_opening_balance,tax_type,stock_opening_balance,stock_opening_value,bill_name,bill_date,bill_amount,bill_allocated_amount,bill_type,batch_mfg_date,batch_expiry_period,batch_tracking_number,batch_order_no,party_invoice_no,party_invoice_date,original_voucher_number,original_voucher_date,agreement_order_no,goods_vehicle_number,reference
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30e:00000008|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30e:00000008,2025-07-01,Purchase,34,As Voucher,Vendor,Gujarat Registration,Gujarat,Purchases,,Purchase Accounts,Purchase Accounts,No,Yes,,,,?,79101.00,-79101.00,Dr,79101.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Mouse,Computer and Accessories,Main Location,Primary Batch,47 Nos,1683.00/Nos,-79101.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30e:00000008|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30e:00000008,2025-07-01,Purchase,34,As Voucher,Vendor,Gujarat Registration,Gujarat,IGST,,Current Liabilities,Current Liabilities,No,No,,,,?,14238.18,-14238.18,Dr,14238.18,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30e:00000010|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30e:00000010,2025-07-01,Receipt,31,As Voucher,Cash,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,3853.00,-3853.00,Dr,3853.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30e:00000010|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30e:00000010,2025-07-01,Receipt,31,As Voucher,Cash,Gujarat Registration,Gujarat,Customer1,,Sundry Debtors,Current Assets,Yes,No,,,,?,3853.00,3853.00,Cr,-3853.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30e:00000018|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30e:00000018,2025-07-01,Payment,11,As Voucher,Vendor 2,Gujarat Registration,Gujarat,Vendor 2,,Sundry Creditors,Current Liabilities,Yes,No,,,,?,6164.00,-6164.00,Dr,6164.00,,,24,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30e:00000018|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30e:00000018,2025-07-01,Payment,11,As Voucher,Vendor 2,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,6164.00,6164.00,Cr,-6164.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30e:00000020|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30e:00000020,2025-07-01,Payment,19,As Voucher,Vendor 2,Gujarat Registration,Gujarat,Vendor 2,,Sundry Creditors,Current Liabilities,Yes,No,,,,?,9578.00,-9578.00,Dr,9578.00,,,24,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30e:00000020|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30e:00000020,2025-07-01,Payment,19,As Voucher,Vendor 2,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,9578.00,9578.00,Cr,-9578.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30f:00000008|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30f:00000008,2025-07-02,Sales,10,As Voucher,Customer2,Gujarat Registration,Gujarat,Customer2,,Sundry Debtors,Current Assets,Yes,No,,,,?,19977.40,-19977.40,Dr,19977.40,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30f:00000008|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30f:00000008,2025-07-02,Sales,10,As Voucher,Customer2,Gujarat Registration,Gujarat,Sales,,Sales Accounts,Sales Accounts,No,Yes,,,,?,16930.00,16930.00,Cr,-16930.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Mouse,Computer and Accessories,Main Location,Primary Batch,-10 Nos,1693.00/Nos,16930.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30f:00000008|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30f:00000008,2025-07-02,Sales,10,As Voucher,Customer2,Gujarat Registration,Gujarat,SGST,,Current Liabilities,Current Liabilities,No,No,,,,?,3047.40,3047.40,Cr,-3047.40,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30f:00000010|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30f:00000010,2025-07-02,Sales,33,As Voucher,Customer1,Gujarat Registration,Gujarat,Customer1,,Sundry Debtors,Current Assets,Yes,No,,,,?,6504.16,-6504.16,Dr,6504.16,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30f:00000010|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30f:00000010,2025-07-02,Sales,33,As Voucher,Customer1,Gujarat Registration,Gujarat,Sales,,Sales Accounts,Sales Accounts,No,Yes,,,,?,5512.00,5512.00,Cr,-5512.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Keyboard,Computer and Accessories,Main Location,Primary Batch,-2 Nos,2756.00/Nos,5512.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30f:00000010|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30f:00000010,2025-07-02,Sales,33,As Voucher,Customer1,Gujarat Registration,Gujarat,IGST,,Current Liabilities,Current Liabilities,No,No,,,,?,992.16,992.16,Cr,-992.16,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30f:00000018|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30f:00000018,2025-07-02,Purchase,13,As Voucher,Vendor 2,Gujarat Registration,Gujarat,Vendor 2,,Sundry Creditors,Current Liabilities,Yes,No,,,,?,33660.68,33660.68,Cr,-33660.68,,,24,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30f:00000018|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30f:00000018,2025-07-02,Purchase,13,As Voucher,Vendor 2,Gujarat Registration,Gujarat,Purchases,,Purchase Accounts,Purchase Accounts,No,Yes,,,,?,28526.00,-28526.00,Dr,28526.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Keyboard,Computer and Accessories,Main Location,Primary Batch,34 Nos,839.00/Nos,-28526.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30f:00000018|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30f:00000018,2025-07-02,Purchase,13,As Voucher,Vendor 2,Gujarat Registration,Gujarat,CGST,,Current Liabilities,Current Liabilities,No,No,,,,?,5134.68,-5134.68,Dr,5134.68,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30f:00000020|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30f:00000020,2025-07-02,Purchase,37,As Voucher,Vendor,Gujarat Registration,Gujarat,Vendor,,Sundry Creditors,Current Liabilities,Yes,No,,,,?,163002.84,163002.84,Cr,-163002.84,,,,,Micro,Unknown,20250401,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30f:00000020|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30f:00000020,2025-07-02,Purchase,37,As Voucher,Vendor,Gujarat Registration,Gujarat,Purchases,,Purchase Accounts,Purchase Accounts,No,Yes,,,,?,138138.00,-138138.00,Dr,138138.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Mouse,Computer and Accessories,Main Location,Primary Batch,46 Nos,3003.00/Nos,-138138.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30f:00000020|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30f:00000020,2025-07-02,Purchase,37,As Voucher,Vendor,Gujarat Registration,Gujarat,IGST,,Current Liabilities,Current Liabilities,No,No,,,,?,24864.84,-24864.84,Dr,24864.84,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32c:00000008|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32c:00000008,2025-07-31,Sales,23,As Voucher,Customer1,Gujarat Registration,Gujarat,Customer1,,Sundry Debtors,Current Assets,Yes,No,,,,?,21670.70,-21670.70,Dr,21670.70,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32c:00000008|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32c:00000008,2025-07-31,Sales,23,As Voucher,Customer1,Gujarat Registration,Gujarat,Sales,,Sales Accounts,Sales Accounts,No,Yes,,,,?,18365.00,18365.00,Cr,-18365.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Keyboard,Computer and Accessories,Main Location,Primary Batch,-5 Nos,3673.00/Nos,18365.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32c:00000008|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32c:00000008,2025-07-31,Sales,23,As Voucher,Customer1,Gujarat Registration,Gujarat,SGST,,Current Liabilities,Current Liabilities,No,No,,,,?,3305.70,3305.70,Cr,-3305.70,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32c:00000010|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32c:00000010,2025-07-31,Receipt,11,As Voucher,Cash,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,2167.00,-2167.00,Dr,2167.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32c:00000010|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32c:00000010,2025-07-31,Receipt,11,As Voucher,Cash,Gujarat Registration,Gujarat,Customer1,,Sundry Debtors,Current Assets,Yes,No,,,,?,2167.00,2167.00,Cr,-2167.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32c:00000018|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32c:00000018,2025-07-31,Receipt,21,As Voucher,Cash,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,7562.00,-7562.00,Dr,7562.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32c:00000018|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32c:00000018,2025-07-31,Receipt,21,As Voucher,Cash,Gujarat Registration,Gujarat,Customer1,,Sundry Debtors,Current Assets,Yes,No,,,,?,7562.00,7562.00,Cr,-7562.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32c:00000020|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32c:00000020,2025-07-31,Receipt,23,As Voucher,Cash,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,5840.00,-5840.00,Dr,5840.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32c:00000020|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32c:00000020,2025-07-31,Receipt,23,As Voucher,Cash,Gujarat Registration,Gujarat,Customer2,,Sundry Debtors,Current Assets,Yes,No,,,,?,5840.00,5840.00,Cr,-5840.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32c:00000028|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32c:00000028,2025-07-31,Payment,31,As Voucher,Vendor,Gujarat Registration,Gujarat,Vendor,,Sundry Creditors,Current Liabilities,Yes,No,,,,?,1036.00,-1036.00,Dr,1036.00,,,,,Micro,Unknown,20250401,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32c:00000028|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32c:00000028,2025-07-31,Payment,31,As Voucher,Vendor,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,1036.00,1036.00,Cr,-1036.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32d:00000008|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32d:00000008,2025-08-01,Receipt,15,As Voucher,Cash,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,2270.00,-2270.00,Dr,2270.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32d:00000008|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32d:00000008,2025-08-01,Receipt,15,As Voucher,Cash,Gujarat Registration,Gujarat,Customer1,,Sundry Debtors,Current Assets,Yes,No,,,,?,2270.00,2270.00,Cr,-2270.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000008|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000008,2025-08-02,Sales,4,As Voucher,Customer1,Gujarat Registration,Gujarat,Customer1,,Sundry Debtors,Current Assets,Yes,No,,,,?,47294.40,-47294.40,Dr,47294.40,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000008|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000008,2025-08-02,Sales,4,As Voucher,Customer1,Gujarat Registration,Gujarat,Sales,,Sales Accounts,Sales Accounts,No,Yes,,,,?,40080.00,40080.00,Cr,-40080.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Mouse,Computer and Accessories,Main Location,Primary Batch,-10 Nos,4008.00/Nos,40080.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000008|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000008,2025-08-02,Sales,4,As Voucher,Customer1,Gujarat Registration,Gujarat,IGST,,Current Liabilities,Current Liabilities,No,No,,,,?,7214.40,7214.40,Cr,-7214.40,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000010|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000010,2025-08-02,Sales,11,As Voucher,Customer2,Gujarat Registration,Gujarat,Customer2,,Sundry Debtors,Current Assets,Yes,No,,,,?,20909.60,-20909.60,Dr,20909.60,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000010|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000010,2025-08-02,Sales,11,As Voucher,Customer2,Gujarat Registration,Gujarat,Sales,,Sales Accounts,Sales Accounts,No,Yes,,,,?,17720.00,17720.00,Cr,-17720.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Mouse,Computer and Accessories,Main Location,Primary Batch,-10 Nos,1772.00/Nos,17720.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000010|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000010,2025-08-02,Sales,11,As Voucher,Customer2,Gujarat Registration,Gujarat,SGST,,Current Liabilities,Current Liabilities,No,No,,,,?,3189.60,3189.60,Cr,-3189.60,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000018|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000018,2025-08-02,Sales,12,As Voucher,Customer1,Gujarat Registration,Gujarat,Customer1,,Sundry Debtors,Current Assets,Yes,No,,,,?,11274.90,-11274.90,Dr,11274.90,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000018|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000018,2025-08-02,Sales,12,As Voucher,Customer1,Gujarat Registration,Gujarat,Sales,,Sales Accounts,Sales Accounts,No,Yes,,,,?,9555.00,9555.00,Cr,-9555.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Mouse,Computer and Accessories,Main Location,Primary Batch,-3 Nos,3185.00/Nos,9555.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000018|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000018,2025-08-02,Sales,12,As Voucher,Customer1,Gujarat Registration,Gujarat,CGST,,Current Liabilities,Current Liabilities,No,No,,,,?,1719.90,1719.90,Cr,-1719.90,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000020|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000020,2025-08-02,Sales,21,As Voucher,Customer1,Gujarat Registration,Gujarat,Customer1,,Sundry Debtors,Current Assets,Yes,No,,,,?,10467.78,-10467.78,Dr,10467.78,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000020|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000020,2025-08-02,Sales,21,As Voucher,Customer1,Gujarat Registration,Gujarat,Sales,,Sales Accounts,Sales Accounts,No,Yes,,,,?,8871.00,8871.00,Cr,-8871.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Keyboard,Computer and Accessories,Main Location,Primary Batch,-3 Nos,2957.00/Nos,8871.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000020|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000020,2025-08-02,Sales,21,As Voucher,Customer1,Gujarat Registration,Gujarat,IGST,,Current Liabilities,Current Liabilities,No,No,,,,?,1596.78,1596.78,Cr,-1596.78,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000028|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000028,2025-08-02,Sales,22,As Voucher,Customer2,Gujarat Registration,Gujarat,Customer2,,Sundry Debtors,Current Assets,Yes,No,,,,?,3640.30,-3640.30,Dr,3640.30,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000028|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000028,2025-08-02,Sales,22,As Voucher,Customer2,Gujarat Registration,Gujarat,Sales,,Sales Accounts,Sales Accounts,No,Yes,,,,?,3085.00,3085.00,Cr,-3085.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Keyboard,Computer and Accessories,Main Location,Primary Batch,-1 Nos,3085.00/Nos,3085.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000028|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000028,2025-08-02,Sales,22,As Voucher,Customer2,Gujarat Registration,Gujarat,SGST,,Current Liabilities,Current Liabilities,No,No,,,,?,555.30,555.30,Cr,-555.30,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000030|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000030,2025-08-02,Sales,39,As Voucher,Customer1,Gujarat Registration,Gujarat,Customer1,,Sundry Debtors,Current Assets,Yes,No,,,,?,8887.76,-8887.76,Dr,8887.76,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000030|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000030,2025-08-02,Sales,39,As Voucher,Customer1,Gujarat Registration,Gujarat,Sales,,Sales Accounts,Sales Accounts,No,Yes,,,,?,7532.00,7532.00,Cr,-7532.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Keyboard,Computer and Accessories,Main Location,Primary Batch,-4 Nos,1883.00/Nos,7532.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000030|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000030,2025-08-02,Sales,39,As Voucher,Customer1,Gujarat Registration,Gujarat,SGST,,Current Liabilities,Current Liabilities,No,No,,,,?,1355.76,1355.76,Cr,-1355.76,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000038|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000038,2025-08-02,Receipt,12,As Voucher,Cash,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,8480.00,-8480.00,Dr,8480.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000038|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b32e:00000038,2025-08-02,Receipt,12,As Voucher,Cash,Gujarat Registration,Gujarat,Customer2,,Sundry Debtors,Current Assets,Yes,No,,,,?,8480.00,8480.00,Cr,-8480.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,,Others,,,,,,,,,,,,,,,,,,
